,reactions,size,DM_C80aPHA,biomass,fva_min,fva_max
0,"{'DHPM1', '3OADPCOAT', 'GGDAPAH'}",3,0.271211370124037,0.04178046918950039,0.0,0.49737142857142863
1,"{'DHPM1', 'HSK', 'KAT5', 'GGGABADxr'}",4,1.2999786898789896,0.17374104168960156,0.0,2.2616564417177885
2,"{'DHPM1', 'PAPSR', 'OXOAEL', 'GGDAPS'}",4,0.27121534860223817,0.04178046935800734,0.0,0.49737142857142863
3,"{'PPCK', 'DHPM1', 'HSK', 'GGGABADxr', 'OXDHCOAT'}",5,1.3023372417790173,0.1733119528025759,0.0,2.2616564417177925
4,"{'GGDAPO', 'PPCK', 'DHPM1', 'PAPSR', 'HSK'}",5,1.3023372417703412,0.17331195280414444,0.0,2.261656441717792
5,"{'PPCK', 'HACD5i', 'DHPM1', 'HSK', 'GGDAPAH'}",5,1.3023396455101197,0.17331151854114069,0.0,2.261656441717792
6,"{'PPCK', 'DHPM1', 'HSK', 'ALDD19x', 'GGGABADxr'}",5,1.3023372417746124,0.17331195280336972,0.0,2.2616564417177885
7,"{'GGDAPS', 'HACD5i', 'DHPM1', '23CTI1', 'MDH'}",5,1.295707018151956,0.17029026149134685,0.0,2.253642384105962
8,"{'GGDAPS', 'DHPM1', 'HSK', 'KAT5', 'CBMKr'}",5,1.2999651047676029,0.17269113936061348,0.0,2.261656441717792
9,"{'ACS', 'DHPM1', 'CBMKr', 'URIC2', 'GGDAPAH'}",5,1.2999237419746175,0.17367133514106498,0.0,2.261656441717791
