Strategy,Flux,Biomass,N_of_deletions,C_limit
"['MUCCY_kt', 'CYTK1', 'CSND']",0.0,0.0908636449759237,3,9
"['MUCCY_kt', 'ECOAH8', 'PPK50r']",0.0,0.0914828617039003,3,9
"['RBK', 'SUCOAS', 'FALDM']",1.2609586852249082e-05,0.4065871401217301,3,9
"['SUCOAS', 'ECOAH8', 'AKGDa']",0.0,0.4062896559053653,3,9
"['PGMT', 'URIC2', 'TKT2']",1.718816172724402e-09,0.4152168478941748,3,9
"['ACONTb', 'DMPPS', 'IPDDI']",1.125308200851544,0.1971442159267348,3,9
"['UPPN', 'GGSPMDS', 'SUCOAS']",1.295359826700592,0.172887920123051,3,9
"['UPPN', 'DMPPS', 'IPDDI', 'ABTA']",2.035490798423979,0.0417804691895003,4,9
"['ACONTb', 'ORNCD', 'ABTA', 'MALS']",0.5993735653219715,0.2675787089558053,4,9
"['GGDAPS', 'DMPPS', 'UPPN', 'IPDDI']",2.035490797546028,0.0417804693580592,4,9
"['UPPN', 'DMPPS', 'GGSPMDS', 'IPDDI']",2.035490797545757,0.0417804693580592,4,9
"['GGDAPO', 'UPPN', 'DMPPS', 'IPDDI']",2.0354907975457337,0.0417804693580592,4,9
"['ACONTb', 'DMPPS', 'GGSPMDS', 'IPDDI']",1.12530820085179,0.1971442159266911,4,9
"['GALUi', 'MAN6PI', 'URIC2', 'PPA2']",3.4327757303387324e-10,0.4178046935800379,4,9
"['GGSPMDS', 'ABTA']",4.1937911754441615e-09,0.4178046935800847,2,9
"['ALATA_L', 'PC']",0.0,0.4178046935800056,2,9
"['HSK', 'ORN5O']",0.0,0.4086010572425843,2,9
"['ECOAH7', 'ACOAD3f']",0.0,0.4178046935800277,2,9
"['ACONTa', 'DHPM1', 'GGSPMDS']",1.2918500880376311,0.1678846646826072,3,9
"['KAT21', 'HSK', 'DHPM1', 'GGDAPDxr']",1.299959689034328,0.1737414848176738,4,9
"['ACONTa', 'KAT21', 'DHPM1', 'GGDAPDxr']",1.2918500880410673,0.167884664682004,4,9
"['ACONTb', 'ECOAH4', 'DHPM1', 'GGDAPDxr']",1.2919473370139871,0.1678675813180807,4,9
"['DHPM1', 'RPE', 'FUM', 'ABTA']",0.4713470870388335,0.0571712203327236,4,9
"['ACONTa', 'DHPM1', 'ACOAD6f', 'ABTA']",1.2918710162582376,0.1678841900968553,4,9
"['DHPS', 'NTD4', 'FOLD3']",2.017306518299448,0.0451397228142112,3,9
"['GAPD', 'ICL', 'GLYCTO1']",0.2293788948661294,0.2896328895463266,3,9
"['DHPS', 'THRD_L', 'TKT2', 'FOLD3']",2.017304950001296,0.0448227060497257,4,9
"['CSPMDDH', 'DHPM1', 'DHPS', 'FOLD3']",2.0354868181482684,0.0417804693580592,4,9
"['GGDAPS', 'DHPM1', 'DHPS', 'FOLD3']",2.035486818148951,0.0417804693580592,4,9
"['MDH', 'CYTK1', 'DHPS', 'FOLD3']",2.0102168141914505,0.0431478651018501,4,9
"['DURAD', 'DHPS', 'ABTA', 'FOLD3']",2.0354907975457386,0.0417804693580592,4,9
"['UPPN', 'DHPS', 'GGDAPDxr', 'FOLD3']",2.0354868181482697,0.0417804693580592,4,9
"['THRS', 'DHPS', 'ILETA', 'FOLD3']",2.0173097325682354,0.0441447789552127,4,9
"['GAPD', 'ICL', 'TKT2', 'GLYCTO1']",0.3428232743011321,0.2648345533705156,4,9
"['UPPN', 'XAND', 'ACONTb', 'ABTA']",1.291868314678255,0.167884664682374,4,9
"['PROD2', 'CS', 'ABTA', 'MALS']",0.5801400898217313,0.2687731422535062,4,9
"['DURAD', 'ACOAD8f', 'CAT', 'ABTA']",1.2066570590866312,0.164904630806674,4,9
"['P5CD', 'DURAD', 'MALS', 'ACONTb', 'ABTA']",1.597073060161317,0.1142694642282299,5,9
"['PGK', 'DURAD', 'ABTA', 'CS', 'KAT8']",1.3010129576431642,0.1662782287638588,5,9
"['ENO', 'ALATRS', 'DURAD', 'ACONTb', 'ABTA']",1.3584777442111715,0.1513577393458204,5,9
"['DURAD', 'MALS', 'PROD2', 'ACONTb', 'ABTA']",1.5970730601613234,0.1142694642282299,5,9
"['P5CD', 'UPPN', 'MALS', 'ABTA', 'CS']",1.5970730601386254,0.1142694642322182,5,9
"['UPPN', 'MCCC', 'HMGL', 'ACONTb', 'ABTA']",1.2918683146816414,0.1678846646817799,5,9
"['UPPN', 'ENO', 'HACD7i', 'ABTA', 'CS']",1.3584608499877282,0.1513572902138499,5,9
"['ACONTa', 'TPI', 'ICDHyr', 'GLYCTO1', 'TKT2']",0.0124358012951154,0.2937153539234732,5,9
"['GART', 'FDH', 'HACD22i', 'ILEDHr', 'GLXCL']",1.7472691009963892,0.0417804693580592,5,9
"['TPI', 'ICDHyr', 'GLYCTO1', 'CS', 'TKT2']",0.0124358012948886,0.2937153539235053,5,9
"['TPI', 'ICDHyr', 'GLYCTO1', 'ACONTb', 'TKT2']",0.0124358012950266,0.2937153539234873,5,9
"['ADPT', 'ACONTb', 'PGI', 'CSPMDDC', 'PGM']",6.568676021434516e-05,0.3559602384856357,5,9
"['ADPT', 'NTD4', 'FDH', 'ACONTb', 'PGM']",6.568675981204197e-05,0.3559602384856886,5,9
"['THRS', 'CSND', 'CSPMDDC', 'NTD2', 'ACOAD6f']",1.2999786898775525,0.1737410416898641,5,9
"['DURAD', 'CSPMDDC', 'AKGDa', 'HACD4i']",1.2954490387177091,0.1727415286692368,4,9
"['PROD2', 'ENO', 'ACONTa', 'AKGDa']",0.5390819675551723,0.2604247083517979,4,9
"['DURAD', 'CSPMDDC', 'THRD_L', 'AKGDa']",1.2953632462124158,0.1726058971160296,4,9
"['PROD2', 'ENO', 'ACONTa', 'PDHcr']",0.3974227842878958,0.2975666919213185,4,9
"['DURAD', 'GGDAPS', 'PDHcr', 'HACD4i']",1.2374633361958358,0.1702789650643334,4,9
"['ACONTa', 'AST', 'DURAD', 'GGDAPS']",1.2918683146809904,0.1678846646818929,4,9
"['ACONTa', 'GGDAPS', 'HACD4i', 'DURAD', 'OXDHCOAT']",1.2919702885853015,0.1678667509652761,5,9
"['ACONTa', 'GGDAPS', 'CYTDH', 'FDH', 'DURAD']",1.3147537125809985,0.163862420481492,5,9
"['GGDAPS', 'DURAD', 'ACOAD23f', 'HPYRRy', 'AKGDa']",1.295344394944998,0.17276039367738,5,9
"['GGDAPS', 'DURAD', 'GLYD', 'ACOAD7f', 'AKGDa']",1.2953470282189143,0.1727599189550661,5,9
